appeal,datehour,gifts
Ukraine,2022-03-04 12:00:00,2325.0
Ukraine,2022-03-04 13:00:00,2451.0
Ukraine,2022-03-04 14:00:00,2056.0
Ukraine,2022-03-04 15:00:00,1896.0
Ukraine,2022-03-04 16:00:00,2552.0
Ukraine,2022-03-04 17:00:00,2392.0
Ukraine,2022-03-04 18:00:00,2579.0
Ukraine,2022-03-04 19:00:00,2310.0
Ukraine,2022-03-04 20:00:00,1924.0
Ukraine,2022-03-04 21:00:00,1754.0
Ukraine,2022-03-04 22:00:00,1535.0
Ukraine,2022-03-04 23:00:00,729.0
Ukraine,2022-03-05 00:00:00,279.0
Ukraine,2022-03-05 01:00:00,151.0
Ukraine,2022-03-05 02:00:00,100.0
Ukraine,2022-03-05 03:00:00,68.0
Ukraine,2022-03-05 04:00:00,50.0
Ukraine,2022-03-05 05:00:00,78.0
Ukraine,2022-03-05 06:00:00,182.0
Ukraine,2022-03-05 07:00:00,884.0
Ukraine,2022-03-05 08:00:00,1736.0
Ukraine,2022-03-05 09:00:00,2875.0
Ukraine,2022-03-05 10:00:00,2360.0
Ukraine,2022-03-05 11:00:00,2037.0
Ukraine,2022-03-05 12:00:00,2219.0
Ukraine,2022-03-05 13:00:00,1845.0
Ukraine,2022-03-05 14:00:00,1595.0
Ukraine,2022-03-05 15:00:00,1696.0
Ukraine,2022-03-05 16:00:00,1731.0
Ukraine,2022-03-05 17:00:00,1804.0
Ukraine,2022-03-05 18:00:00,1964.0
Ukraine,2022-03-05 19:00:00,1536.0
Ukraine,2022-03-05 20:00:00,1175.0
Ukraine,2022-03-05 21:00:00,1094.0
Ukraine,2022-03-05 22:00:00,962.0
Ukraine,2022-03-05 23:00:00,356.0
Ukraine,2022-03-06 00:00:00,187.0
Ukraine,2022-03-06 01:00:00,100.0
Ukraine,2022-03-06 02:00:00,59.0
Ukraine,2022-03-06 03:00:00,9.0
Ukraine,2022-03-06 04:00:00,27.0
Ukraine,2022-03-06 05:00:00,50.0
Ukraine,2022-03-06 06:00:00,224.0
Ukraine,2022-03-06 07:00:00,715.0
Ukraine,2022-03-06 08:00:00,1322.0
Ukraine,2022-03-06 09:00:00,1499.0
Ukraine,2022-03-06 10:00:00,1500.0
Ukraine,2022-03-06 11:00:00,1467.0
Ukraine,2022-03-06 12:00:00,1476.0
Ukraine,2022-03-06 13:00:00,1225.0
Ukraine,2022-03-06 14:00:00,1108.0
Ukraine,2022-03-06 15:00:00,1170.0
Ukraine,2022-03-06 16:00:00,1207.0
Ukraine,2022-03-06 17:00:00,1530.0
Ukraine,2022-03-06 18:00:00,1983.0
Ukraine,2022-03-06 19:00:00,1609.0
Ukraine,2022-03-06 20:00:00,1549.0
Ukraine,2022-03-06 21:00:00,1259.0
Ukraine,2022-03-06 22:00:00,1467.0
Ukraine,2022-03-06 23:00:00,492.0
Ukraine,2022-03-07 00:00:00,155.0
Ukraine,2022-03-07 01:00:00,64.0
Ukraine,2022-03-07 02:00:00,46.0
Ukraine,2022-03-07 03:00:00,46.0
Ukraine,2022-03-07 04:00:00,23.0
Ukraine,2022-03-07 05:00:00,32.0
Ukraine,2022-03-07 06:00:00,388.0
Ukraine,2022-03-07 07:00:00,935.0
Ukraine,2022-03-07 08:00:00,1417.0
Ukraine,2022-03-07 09:00:00,1618.0
Ukraine,2022-03-07 10:00:00,1737.0
Ukraine,2022-03-07 11:00:00,1526.0
Ukraine,2022-03-07 12:00:00,1354.0
Ukraine,2022-03-07 13:00:00,1226.0
Ukraine,2022-03-07 14:00:00,1157.0
Ukraine,2022-03-07 15:00:00,1195.0
Ukraine,2022-03-07 16:00:00,1253.0
Ukraine,2022-03-07 17:00:00,1345.0
Ukraine,2022-03-07 18:00:00,1760.0
Ukraine,2022-03-07 19:00:00,1582.0
Ukraine,2022-03-07 20:00:00,1403.0
Ukraine,2022-03-07 21:00:00,1076.0
Ukraine,2022-03-07 22:00:00,1021.0
Ukraine,2022-03-07 23:00:00,415.0
Ukraine,2022-03-08 00:00:00,155.0
Ukraine,2022-03-08 01:00:00,51.0
Ukraine,2022-03-08 02:00:00,28.0
Ukraine,2022-03-08 03:00:00,23.0
Ukraine,2022-03-08 04:00:00,27.0
Ukraine,2022-03-08 05:00:00,55.0
Ukraine,2022-03-08 06:00:00,351.0
Ukraine,2022-03-08 07:00:00,644.0
Ukraine,2022-03-08 08:00:00,1107.0
Ukraine,2022-03-08 09:00:00,1409.0
Ukraine,2022-03-08 10:00:00,1270.0
Ukraine,2022-03-08 11:00:00,1071.0
Ukraine,2022-03-08 12:00:00,930.0
Ukraine,2022-03-08 13:00:00,1057.0
Ukraine,2022-03-08 14:00:00,752.0
Ukraine,2022-03-08 15:00:00,739.0
Ukraine,2022-03-08 16:00:00,816.0
Ukraine,2022-03-08 17:00:00,957.0
Ukraine,2022-03-08 18:00:00,1186.0
Ukraine,2022-03-08 19:00:00,1331.0
Ukraine,2022-03-08 20:00:00,1217.0
Ukraine,2022-03-08 21:00:00,843.0
Ukraine,2022-03-08 22:00:00,728.0
Ukraine,2022-03-08 23:00:00,388.0
Ukraine,2022-03-09 00:00:00,119.0
Ukraine,2022-03-09 01:00:00,64.0
Ukraine,2022-03-09 02:00:00,23.0
Ukraine,2022-03-09 03:00:00,19.0
Ukraine,2022-03-09 04:00:00,36.0
Ukraine,2022-03-09 05:00:00,32.0
Ukraine,2022-03-09 06:00:00,178.0
Ukraine,2022-03-09 07:00:00,1572.0
Ukraine,2022-03-09 08:00:00,1545.0
Ukraine,2022-03-09 09:00:00,1254.0
Ukraine,2022-03-09 10:00:00,1121.0
Ukraine,2022-03-09 11:00:00,975.0
Ukraine,2022-03-09 12:00:00,803.0
Ukraine,2022-03-09 13:00:00,957.0
Ukraine,2022-03-09 14:00:00,820.0
Ukraine,2022-03-09 15:00:00,808.0
Ukraine,2022-03-09 16:00:00,784.0
Ukraine,2022-03-09 17:00:00,651.0
Ukraine,2022-03-09 18:00:00,1025.0
Ukraine,2022-03-09 19:00:00,1035.0
Ukraine,2022-03-09 20:00:00,835.0
Ukraine,2022-03-09 21:00:00,656.0
Ukraine,2022-03-09 22:00:00,670.0
Ukraine,2022-03-09 23:00:00,210.0
Ukraine,2022-03-10 00:00:00,86.0
Ukraine,2022-03-10 01:00:00,46.0
Ukraine,2022-03-10 02:00:00,27.0
Ukraine,2022-03-10 03:00:00,23.0
Ukraine,2022-03-10 04:00:00,32.0
Ukraine,2022-03-10 05:00:00,55.0
Ukraine,2022-03-10 06:00:00,183.0
Ukraine,2022-03-10 07:00:00,442.0
Ukraine,2022-03-10 08:00:00,629.0
Ukraine,2022-03-10 09:00:00,661.0
Ukraine,2022-03-10 10:00:00,771.0
Ukraine,2022-03-10 11:00:00,570.0
Ukraine,2022-03-10 12:00:00,605.0
Ukraine,2022-03-10 13:00:00,594.0
Ukraine,2022-03-10 14:00:00,856.0
Ukraine,2022-03-10 15:00:00,702.0
Ukraine,2022-03-10 16:00:00,811.0
Ukraine,2022-03-10 17:00:00,811.0
Ukraine,2022-03-10 18:00:00,1030.0
Ukraine,2022-03-10 19:00:00,1094.0
Ukraine,2022-03-10 20:00:00,793.0
Ukraine,2022-03-10 21:00:00,689.0
Ukraine,2022-03-10 22:00:00,752.0
Ukraine,2022-03-10 23:00:00,215.0
Ukraine,2022-03-11 00:00:00,70.0
Ukraine,2022-03-11 01:00:00,55.0
Ukraine,2022-03-11 02:00:00,14.0
Ukraine,2022-03-11 03:00:00,36.0
Ukraine,2022-03-11 04:00:00,18.0
Ukraine,2022-03-11 05:00:00,23.0
Ukraine,2022-03-11 06:00:00,255.0
Ukraine,2022-03-11 07:00:00,523.0
Ukraine,2022-03-11 08:00:00,656.0
Ukraine,2022-03-11 09:00:00,716.0
Ukraine,2022-03-11 10:00:00,730.0
Ukraine,2022-03-11 11:00:00,719.0
Ukraine,2022-03-11 12:00:00,592.0
Ukraine,2022-03-11 13:00:00,598.0
Ukraine,2022-03-11 14:00:00,643.0
Ukraine,2022-03-11 15:00:00,662.0
Ukraine,2022-03-11 16:00:00,488.0
Ukraine,2022-03-11 17:00:00,643.0
Ukraine,2022-03-11 18:00:00,625.0
Ukraine,2022-03-11 19:00:00,807.0
Ukraine,2022-03-11 20:00:00,502.0
Ukraine,2022-03-11 21:00:00,489.0
Ukraine,2022-03-11 22:00:00,438.0
Ukraine,2022-03-11 23:00:00,237.0
Ukraine,2022-03-12 00:00:00,78.0
Ukraine,2022-03-12 01:00:00,32.0
Ukraine,2022-03-12 02:00:00,14.0
Ukraine,2022-03-12 03:00:00,14.0
Ukraine,2022-03-12 04:00:00,18.0
Ukraine,2022-03-12 05:00:00,36.0
Ukraine,2022-03-12 06:00:00,102.0
Ukraine,2022-03-12 07:00:00,287.0
Ukraine,2022-03-12 08:00:00,579.0
Ukraine,2022-03-12 09:00:00,606.0
Ukraine,2022-03-12 10:00:00,561.0
Ukraine,2022-03-12 11:00:00,569.0
Ukraine,2022-03-12 12:00:00,529.0
Ukraine,2022-03-12 13:00:00,438.0
Ukraine,2022-03-12 14:00:00,365.0
Ukraine,2022-03-12 15:00:00,397.0
Ukraine,2022-03-12 16:00:00,502.0
Ukraine,2022-03-12 17:00:00,406.0
Ukraine,2022-03-12 18:00:00,346.0
Ukraine,2022-03-12 19:00:00,360.0
Ukraine,2022-03-12 20:00:00,315.0
Ukraine,2022-03-12 21:00:00,273.0
Ukraine,2022-03-12 22:00:00,219.0
Ukraine,2022-03-12 23:00:00,96.0
Ukraine,2022-03-13 00:00:00,56.0
Ukraine,2022-03-13 01:00:00,18.0
Ukraine,2022-03-13 02:00:00,5.0
Ukraine,2022-03-13 03:00:00,9.0
Ukraine,2022-03-13 04:00:00,5.0
Ukraine,2022-03-13 05:00:00,32.0
Ukraine,2022-03-13 06:00:00,32.0
Ukraine,2022-03-13 07:00:00,269.0
Ukraine,2022-03-13 08:00:00,287.0
Ukraine,2022-03-13 09:00:00,535.0
Ukraine,2022-03-13 10:00:00,502.0
Ukraine,2022-03-13 11:00:00,488.0
Ukraine,2022-03-13 12:00:00,548.0
Ukraine,2022-03-13 13:00:00,420.0
Ukraine,2022-03-13 14:00:00,406.0
Ukraine,2022-03-13 15:00:00,337.0
Ukraine,2022-03-13 16:00:00,456.0
Ukraine,2022-03-13 17:00:00,429.0
Ukraine,2022-03-13 18:00:00,301.0
Ukraine,2022-03-13 19:00:00,356.0
Ukraine,2022-03-13 20:00:00,405.0
Ukraine,2022-03-13 21:00:00,411.0
Ukraine,2022-03-13 22:00:00,355.0
Ukraine,2022-03-13 23:00:00,105.0
Ukraine,2022-03-14 00:00:00,51.0
Ukraine,2022-03-14 01:00:00,10.0
Ukraine,2022-03-14 02:00:00,14.0
Ukraine,2022-03-14 03:00:00,9.0
Ukraine,2022-03-14 04:00:00,9.0
Ukraine,2022-03-14 05:00:00,18.0
Ukraine,2022-03-14 06:00:00,82.0
Ukraine,2022-03-14 07:00:00,242.0
Ukraine,2022-03-14 08:00:00,524.0
Ukraine,2022-03-14 09:00:00,524.0
Ukraine,2022-03-14 10:00:00,369.0
Ukraine,2022-03-14 11:00:00,378.0
Ukraine,2022-03-14 12:00:00,437.0
Ukraine,2022-03-14 13:00:00,402.0
Ukraine,2022-03-14 14:00:00,319.0
Ukraine,2022-03-14 15:00:00,383.0
Ukraine,2022-03-14 16:00:00,379.0
Ukraine,2022-03-14 17:00:00,392.0
Ukraine,2022-03-14 18:00:00,433.0
Ukraine,2022-03-14 19:00:00,534.0
Ukraine,2022-03-14 20:00:00,406.0
Ukraine,2022-03-14 21:00:00,457.0
Ukraine,2022-03-14 22:00:00,711.0
Ukraine,2022-03-14 23:00:00,233.0
Ukraine,2022-03-15 00:00:00,41.0
Ukraine,2022-03-15 01:00:00,32.0
Ukraine,2022-03-15 02:00:00,14.0
Ukraine,2022-03-15 03:00:00,9.0
Ukraine,2022-03-15 04:00:00,18.0
Ukraine,2022-03-15 05:00:00,32.0
Ukraine,2022-03-15 06:00:00,205.0
Ukraine,2022-03-15 07:00:00,342.0
Ukraine,2022-03-15 08:00:00,520.0
Ukraine,2022-03-15 09:00:00,474.0
Ukraine,2022-03-15 10:00:00,470.0
Ukraine,2022-03-15 11:00:00,388.0
Ukraine,2022-03-15 12:00:00,411.0
Ukraine,2022-03-15 13:00:00,383.0
Ukraine,2022-03-15 14:00:00,433.0
Ukraine,2022-03-15 15:00:00,419.0
Ukraine,2022-03-15 16:00:00,329.0
Ukraine,2022-03-15 17:00:00,288.0
Ukraine,2022-03-15 18:00:00,434.0
Ukraine,2022-03-15 19:00:00,469.0
Ukraine,2022-03-15 20:00:00,365.0
Ukraine,2022-03-15 21:00:00,370.0
Ukraine,2022-03-15 22:00:00,255.0
Ukraine,2022-03-15 23:00:00,87.0
Ukraine,2022-03-16 00:00:00,27.0
Ukraine,2022-03-16 01:00:00,14.0
Ukraine,2022-03-16 02:00:00,5.0
Ukraine,2022-03-16 03:00:00,14.0
Ukraine,2022-03-16 04:00:00,5.0
Ukraine,2022-03-16 05:00:00,5.0
Ukraine,2022-03-16 06:00:00,96.0
Ukraine,2022-03-16 07:00:00,288.0
Ukraine,2022-03-16 08:00:00,361.0
Ukraine,2022-03-16 09:00:00,401.0
Ukraine,2022-03-16 10:00:00,378.0
Ukraine,2022-03-16 11:00:00,343.0
Ukraine,2022-03-16 12:00:00,352.0
Ukraine,2022-03-16 13:00:00,288.0
Ukraine,2022-03-16 14:00:00,365.0
Ukraine,2022-03-16 15:00:00,296.0
Ukraine,2022-03-16 16:00:00,319.0
Ukraine,2022-03-16 17:00:00,246.0
Ukraine,2022-03-16 18:00:00,288.0
Ukraine,2022-03-16 19:00:00,265.0
Ukraine,2022-03-16 20:00:00,260.0
Ukraine,2022-03-16 21:00:00,205.0
Ukraine,2022-03-16 22:00:00,191.0
Ukraine,2022-03-16 23:00:00,128.0
