appeal,datehour,gifts
Afghanistan,2021-08-17 00:00:00,8.0
Afghanistan,2021-08-17 01:00:00,2.0
Afghanistan,2021-08-17 02:00:00,1.0
Afghanistan,2021-08-17 05:00:00,3.0
Afghanistan,2021-08-17 06:00:00,3.0
Afghanistan,2021-08-17 07:00:00,19.0
Afghanistan,2021-08-17 08:00:00,31.0
Afghanistan,2021-08-17 09:00:00,28.0
Afghanistan,2021-08-17 10:00:00,25.0
Afghanistan,2021-08-17 11:00:00,37.0
Afghanistan,2021-08-17 12:00:00,48.0
Afghanistan,2021-08-17 13:00:00,248.0
Afghanistan,2021-08-17 14:00:00,272.0
Afghanistan,2021-08-17 15:00:00,190.0
Afghanistan,2021-08-17 16:00:00,190.0
Afghanistan,2021-08-17 17:00:00,211.0
Afghanistan,2021-08-17 18:00:00,156.0
Afghanistan,2021-08-17 19:00:00,190.0
Afghanistan,2021-08-17 20:00:00,230.0
Afghanistan,2021-08-17 21:00:00,155.0
Afghanistan,2021-08-17 22:00:00,119.0
Afghanistan,2021-08-17 23:00:00,50.0
Afghanistan,2021-08-18 00:00:00,33.0
Afghanistan,2021-08-18 01:00:00,8.0
Afghanistan,2021-08-18 02:00:00,8.0
Afghanistan,2021-08-18 03:00:00,2.0
Afghanistan,2021-08-18 04:00:00,8.0
Afghanistan,2021-08-18 05:00:00,7.0
Afghanistan,2021-08-18 06:00:00,23.0
Afghanistan,2021-08-18 07:00:00,56.0
Afghanistan,2021-08-18 08:00:00,65.0
Afghanistan,2021-08-18 09:00:00,82.0
Afghanistan,2021-08-18 10:00:00,86.0
Afghanistan,2021-08-18 11:00:00,77.0
Afghanistan,2021-08-18 12:00:00,72.0
Afghanistan,2021-08-18 13:00:00,72.0
Afghanistan,2021-08-18 14:00:00,82.0
Afghanistan,2021-08-18 15:00:00,55.0
Afghanistan,2021-08-18 16:00:00,56.0
Afghanistan,2021-08-18 17:00:00,64.0
Afghanistan,2021-08-18 18:00:00,67.0
Afghanistan,2021-08-18 19:00:00,91.0
Afghanistan,2021-08-18 20:00:00,83.0
Afghanistan,2021-08-18 21:00:00,79.0
Afghanistan,2021-08-18 22:00:00,77.0
Afghanistan,2021-08-18 23:00:00,29.0
Afghanistan,2021-08-19 00:00:00,13.0
Afghanistan,2021-08-19 01:00:00,7.0
Afghanistan,2021-08-19 02:00:00,2.0
Afghanistan,2021-08-19 03:00:00,3.0
Afghanistan,2021-08-19 04:00:00,1.0
Afghanistan,2021-08-19 05:00:00,2.0
Afghanistan,2021-08-19 06:00:00,23.0
Afghanistan,2021-08-19 07:00:00,47.0
Afghanistan,2021-08-19 08:00:00,51.0
Afghanistan,2021-08-19 09:00:00,79.0
Afghanistan,2021-08-19 10:00:00,55.0
Afghanistan,2021-08-19 11:00:00,52.0
Afghanistan,2021-08-19 12:00:00,48.0
Afghanistan,2021-08-19 13:00:00,56.0
Afghanistan,2021-08-19 14:00:00,44.0
Afghanistan,2021-08-19 15:00:00,52.0
Afghanistan,2021-08-19 16:00:00,51.0
Afghanistan,2021-08-19 17:00:00,45.0
Afghanistan,2021-08-19 18:00:00,51.0
Afghanistan,2021-08-19 19:00:00,66.0
Afghanistan,2021-08-19 20:00:00,60.0
Afghanistan,2021-08-19 21:00:00,66.0
Afghanistan,2021-08-19 22:00:00,60.0
Afghanistan,2021-08-19 23:00:00,36.0
Afghanistan,2021-08-20 00:00:00,12.0
Afghanistan,2021-08-20 01:00:00,9.0
Afghanistan,2021-08-20 02:00:00,3.0
Afghanistan,2021-08-20 03:00:00,6.0
Afghanistan,2021-08-20 04:00:00,3.0
Afghanistan,2021-08-20 05:00:00,9.0
Afghanistan,2021-08-20 06:00:00,13.0
Afghanistan,2021-08-20 07:00:00,93.0
Afghanistan,2021-08-20 08:00:00,72.0
Afghanistan,2021-08-20 09:00:00,78.0
Afghanistan,2021-08-20 10:00:00,81.0
Afghanistan,2021-08-20 11:00:00,62.0
Afghanistan,2021-08-20 12:00:00,62.0
Afghanistan,2021-08-20 13:00:00,69.0
Afghanistan,2021-08-20 14:00:00,51.0
Afghanistan,2021-08-20 15:00:00,91.0
Afghanistan,2021-08-20 16:00:00,260.0
Afghanistan,2021-08-20 17:00:00,150.0
Afghanistan,2021-08-20 18:00:00,115.0
Afghanistan,2021-08-20 19:00:00,112.0
Afghanistan,2021-08-20 20:00:00,100.0
Afghanistan,2021-08-20 21:00:00,105.0
Afghanistan,2021-08-20 22:00:00,86.0
Afghanistan,2021-08-20 23:00:00,54.0
Afghanistan,2021-08-21 00:00:00,11.0
Afghanistan,2021-08-21 01:00:00,9.0
Afghanistan,2021-08-21 02:00:00,4.0
Afghanistan,2021-08-21 03:00:00,4.0
Afghanistan,2021-08-21 04:00:00,5.0
Afghanistan,2021-08-21 05:00:00,10.0
Afghanistan,2021-08-21 06:00:00,19.0
Afghanistan,2021-08-21 07:00:00,42.0
Afghanistan,2021-08-21 08:00:00,95.0
Afghanistan,2021-08-21 09:00:00,116.0
Afghanistan,2021-08-21 10:00:00,97.0
Afghanistan,2021-08-21 11:00:00,93.0
Afghanistan,2021-08-21 12:00:00,84.0
Afghanistan,2021-08-21 13:00:00,71.0
Afghanistan,2021-08-21 14:00:00,86.0
Afghanistan,2021-08-21 15:00:00,65.0
Afghanistan,2021-08-21 16:00:00,52.0
Afghanistan,2021-08-21 17:00:00,67.0
Afghanistan,2021-08-21 18:00:00,50.0
Afghanistan,2021-08-21 19:00:00,63.0
Afghanistan,2021-08-21 20:00:00,49.0
Afghanistan,2021-08-21 21:00:00,54.0
Afghanistan,2021-08-21 22:00:00,45.0
Afghanistan,2021-08-21 23:00:00,24.0
Afghanistan,2021-08-22 00:00:00,11.0
Afghanistan,2021-08-22 01:00:00,6.0
Afghanistan,2021-08-22 02:00:00,3.0
Afghanistan,2021-08-22 03:00:00,6.0
Afghanistan,2021-08-22 04:00:00,3.0
Afghanistan,2021-08-22 05:00:00,2.0
Afghanistan,2021-08-22 06:00:00,4.0
Afghanistan,2021-08-22 07:00:00,26.0
Afghanistan,2021-08-22 08:00:00,49.0
Afghanistan,2021-08-22 09:00:00,62.0
Afghanistan,2021-08-22 10:00:00,62.0
Afghanistan,2021-08-22 11:00:00,64.0
Afghanistan,2021-08-22 12:00:00,58.0
Afghanistan,2021-08-22 13:00:00,45.0
Afghanistan,2021-08-22 14:00:00,47.0
Afghanistan,2021-08-22 15:00:00,29.0
Afghanistan,2021-08-22 16:00:00,41.0
Afghanistan,2021-08-22 17:00:00,38.0
Afghanistan,2021-08-22 18:00:00,54.0
Afghanistan,2021-08-22 19:00:00,57.0
Afghanistan,2021-08-22 20:00:00,40.0
Afghanistan,2021-08-22 21:00:00,41.0
Afghanistan,2021-08-22 22:00:00,41.0
Afghanistan,2021-08-22 23:00:00,17.0
Afghanistan,2021-08-23 00:00:00,5.0
Afghanistan,2021-08-23 01:00:00,1.0
Afghanistan,2021-08-23 02:00:00,1.0
Afghanistan,2021-08-23 03:00:00,1.0
Afghanistan,2021-08-23 04:00:00,3.0
Afghanistan,2021-08-23 05:00:00,3.0
Afghanistan,2021-08-23 06:00:00,6.0
Afghanistan,2021-08-23 07:00:00,26.0
Afghanistan,2021-08-23 08:00:00,75.0
Afghanistan,2021-08-23 09:00:00,59.0
Afghanistan,2021-08-23 10:00:00,46.0
Afghanistan,2021-08-23 11:00:00,45.0
Afghanistan,2021-08-23 12:00:00,50.0
Afghanistan,2021-08-23 13:00:00,33.0
Afghanistan,2021-08-23 14:00:00,35.0
Afghanistan,2021-08-23 15:00:00,31.0
Afghanistan,2021-08-23 16:00:00,45.0
Afghanistan,2021-08-23 17:00:00,32.0
Afghanistan,2021-08-23 18:00:00,33.0
Afghanistan,2021-08-23 19:00:00,32.0
Afghanistan,2021-08-23 20:00:00,24.0
Afghanistan,2021-08-23 21:00:00,40.0
Afghanistan,2021-08-23 22:00:00,46.0
Afghanistan,2021-08-23 23:00:00,21.0
Afghanistan,2021-08-24 00:00:00,9.0
Afghanistan,2021-08-24 01:00:00,2.0
Afghanistan,2021-08-24 02:00:00,1.0
Afghanistan,2021-08-24 04:00:00,1.0
Afghanistan,2021-08-24 05:00:00,1.0
Afghanistan,2021-08-24 06:00:00,7.0
Afghanistan,2021-08-24 07:00:00,16.0
Afghanistan,2021-08-24 08:00:00,44.0
Afghanistan,2021-08-24 09:00:00,37.0
Afghanistan,2021-08-24 10:00:00,24.0
Afghanistan,2021-08-24 11:00:00,35.0
Afghanistan,2021-08-24 12:00:00,23.0
Afghanistan,2021-08-24 13:00:00,31.0
Afghanistan,2021-08-24 14:00:00,32.0
Afghanistan,2021-08-24 15:00:00,16.0
Afghanistan,2021-08-24 16:00:00,16.0
Afghanistan,2021-08-24 17:00:00,25.0
Afghanistan,2021-08-24 18:00:00,37.0
Afghanistan,2021-08-24 19:00:00,24.0
Afghanistan,2021-08-24 20:00:00,25.0
Afghanistan,2021-08-24 21:00:00,35.0
Afghanistan,2021-08-24 22:00:00,33.0
Afghanistan,2021-08-24 23:00:00,11.0
Afghanistan,2021-08-25 00:00:00,10.0
Afghanistan,2021-08-25 01:00:00,3.0
Afghanistan,2021-08-25 02:00:00,1.0
Afghanistan,2021-08-25 05:00:00,4.0
Afghanistan,2021-08-25 06:00:00,12.0
Afghanistan,2021-08-25 07:00:00,28.0
Afghanistan,2021-08-25 08:00:00,30.0
Afghanistan,2021-08-25 09:00:00,34.0
Afghanistan,2021-08-25 10:00:00,39.0
Afghanistan,2021-08-25 11:00:00,39.0
Afghanistan,2021-08-25 12:00:00,41.0
Afghanistan,2021-08-25 13:00:00,46.0
Afghanistan,2021-08-25 14:00:00,26.0
Afghanistan,2021-08-25 15:00:00,26.0
Afghanistan,2021-08-25 16:00:00,49.0
Afghanistan,2021-08-25 17:00:00,39.0
Afghanistan,2021-08-25 18:00:00,53.0
Afghanistan,2021-08-25 19:00:00,48.0
Afghanistan,2021-08-25 20:00:00,34.0
Afghanistan,2021-08-25 21:00:00,52.0
Afghanistan,2021-08-25 22:00:00,47.0
Afghanistan,2021-08-25 23:00:00,8.0
Afghanistan,2021-08-26 00:00:00,7.0
Afghanistan,2021-08-26 01:00:00,4.0
Afghanistan,2021-08-26 02:00:00,1.0
Afghanistan,2021-08-26 03:00:00,1.0
Afghanistan,2021-08-26 04:00:00,1.0
Afghanistan,2021-08-26 05:00:00,3.0
Afghanistan,2021-08-26 06:00:00,15.0
Afghanistan,2021-08-26 07:00:00,41.0
Afghanistan,2021-08-26 08:00:00,50.0
Afghanistan,2021-08-26 09:00:00,60.0
Afghanistan,2021-08-26 10:00:00,42.0
Afghanistan,2021-08-26 11:00:00,45.0
Afghanistan,2021-08-26 12:00:00,42.0
Afghanistan,2021-08-26 13:00:00,37.0
Afghanistan,2021-08-26 14:00:00,33.0
Afghanistan,2021-08-26 15:00:00,45.0
Afghanistan,2021-08-26 16:00:00,78.0
Afghanistan,2021-08-26 17:00:00,120.0
Afghanistan,2021-08-26 18:00:00,76.0
Afghanistan,2021-08-26 19:00:00,78.0
Afghanistan,2021-08-26 20:00:00,62.0
Afghanistan,2021-08-26 21:00:00,55.0
Afghanistan,2021-08-26 22:00:00,65.0
Afghanistan,2021-08-26 23:00:00,26.0
Afghanistan,2021-08-27 00:00:00,9.0
Afghanistan,2021-08-27 01:00:00,6.0
Afghanistan,2021-08-27 02:00:00,5.0
Afghanistan,2021-08-27 03:00:00,3.0
Afghanistan,2021-08-27 04:00:00,1.0
Afghanistan,2021-08-27 05:00:00,3.0
Afghanistan,2021-08-27 06:00:00,25.0
Afghanistan,2021-08-27 07:00:00,95.0
Afghanistan,2021-08-27 08:00:00,127.0
Afghanistan,2021-08-27 09:00:00,103.0
Afghanistan,2021-08-27 10:00:00,78.0
Afghanistan,2021-08-27 11:00:00,71.0
Afghanistan,2021-08-27 12:00:00,79.0
Afghanistan,2021-08-27 13:00:00,84.0
Afghanistan,2021-08-27 14:00:00,78.0
Afghanistan,2021-08-27 15:00:00,60.0
Afghanistan,2021-08-27 16:00:00,78.0
Afghanistan,2021-08-27 17:00:00,64.0
Afghanistan,2021-08-27 18:00:00,69.0
Afghanistan,2021-08-27 19:00:00,62.0
Afghanistan,2021-08-27 20:00:00,79.0
Afghanistan,2021-08-27 21:00:00,96.0
Afghanistan,2021-08-27 22:00:00,77.0
Afghanistan,2021-08-27 23:00:00,42.0
Afghanistan,2021-08-28 00:00:00,12.0
Afghanistan,2021-08-28 01:00:00,3.0
Afghanistan,2021-08-28 02:00:00,3.0
Afghanistan,2021-08-28 03:00:00,1.0
Afghanistan,2021-08-28 04:00:00,2.0
Afghanistan,2021-08-28 05:00:00,5.0
Afghanistan,2021-08-28 06:00:00,8.0
Afghanistan,2021-08-28 07:00:00,45.0
Afghanistan,2021-08-28 08:00:00,83.0
Afghanistan,2021-08-28 09:00:00,81.0
Afghanistan,2021-08-28 10:00:00,107.0
Afghanistan,2021-08-28 11:00:00,78.0
Afghanistan,2021-08-28 12:00:00,49.0
Afghanistan,2021-08-28 13:00:00,61.0
Afghanistan,2021-08-28 14:00:00,147.0
Afghanistan,2021-08-28 15:00:00,101.0
Afghanistan,2021-08-28 16:00:00,61.0
Afghanistan,2021-08-28 17:00:00,50.0
Afghanistan,2021-08-28 18:00:00,54.0
Afghanistan,2021-08-28 19:00:00,52.0
Afghanistan,2021-08-28 20:00:00,48.0
Afghanistan,2021-08-28 21:00:00,49.0
Afghanistan,2021-08-28 22:00:00,47.0
Afghanistan,2021-08-28 23:00:00,15.0
Afghanistan,2021-08-29 00:00:00,6.0
Afghanistan,2021-08-29 01:00:00,1.0
Afghanistan,2021-08-29 02:00:00,3.0
Afghanistan,2021-08-29 03:00:00,3.0
Afghanistan,2021-08-29 04:00:00,4.0
Afghanistan,2021-08-29 05:00:00,1.0
Afghanistan,2021-08-29 06:00:00,10.0
Afghanistan,2021-08-29 07:00:00,34.0
Afghanistan,2021-08-29 08:00:00,47.0
Afghanistan,2021-08-29 09:00:00,64.0
Afghanistan,2021-08-29 10:00:00,60.0
Afghanistan,2021-08-29 11:00:00,49.0
Afghanistan,2021-08-29 12:00:00,44.0
Afghanistan,2021-08-29 13:00:00,48.0
Afghanistan,2021-08-29 14:00:00,39.0
Afghanistan,2021-08-29 15:00:00,41.0
Afghanistan,2021-08-29 16:00:00,32.0
Afghanistan,2021-08-29 17:00:00,42.0
Afghanistan,2021-08-29 18:00:00,35.0
Afghanistan,2021-08-29 19:00:00,51.0
Afghanistan,2021-08-29 20:00:00,35.0
Afghanistan,2021-08-29 21:00:00,40.0
Afghanistan,2021-08-29 22:00:00,41.0
Afghanistan,2021-08-29 23:00:00,10.0
Afghanistan,2021-08-30 00:00:00,2.0
Afghanistan,2021-08-30 01:00:00,7.0
Afghanistan,2021-08-30 02:00:00,2.0
Afghanistan,2021-08-30 04:00:00,1.0
Afghanistan,2021-08-30 05:00:00,2.0
Afghanistan,2021-08-30 06:00:00,7.0
Afghanistan,2021-08-30 07:00:00,32.0
Afghanistan,2021-08-30 08:00:00,96.0
Afghanistan,2021-08-30 09:00:00,92.0
Afghanistan,2021-08-30 10:00:00,60.0
Afghanistan,2021-08-30 11:00:00,70.0
Afghanistan,2021-08-30 12:00:00,58.0
Afghanistan,2021-08-30 13:00:00,44.0
Afghanistan,2021-08-30 14:00:00,42.0
Afghanistan,2021-08-30 15:00:00,43.0
Afghanistan,2021-08-30 16:00:00,33.0
Afghanistan,2021-08-30 17:00:00,35.0
Afghanistan,2021-08-30 18:00:00,65.0
Afghanistan,2021-08-30 19:00:00,64.0
Afghanistan,2021-08-30 20:00:00,55.0
Afghanistan,2021-08-30 21:00:00,88.0
Afghanistan,2021-08-30 22:00:00,104.0
Afghanistan,2021-08-30 23:00:00,65.0
Afghanistan,2021-08-31 00:00:00,29.0
Afghanistan,2021-08-31 01:00:00,6.0
Afghanistan,2021-08-31 02:00:00,3.0
Afghanistan,2021-08-31 03:00:00,4.0
Afghanistan,2021-08-31 04:00:00,4.0
Afghanistan,2021-08-31 05:00:00,3.0
Afghanistan,2021-08-31 06:00:00,37.0
Afghanistan,2021-08-31 07:00:00,99.0
Afghanistan,2021-08-31 08:00:00,146.0
Afghanistan,2021-08-31 09:00:00,131.0
Afghanistan,2021-08-31 10:00:00,127.0
Afghanistan,2021-08-31 11:00:00,104.0
Afghanistan,2021-08-31 12:00:00,107.0
Afghanistan,2021-08-31 13:00:00,84.0
Afghanistan,2021-08-31 14:00:00,66.0
Afghanistan,2021-08-31 15:00:00,75.0
Afghanistan,2021-08-31 16:00:00,76.0
Afghanistan,2021-08-31 17:00:00,63.0
Afghanistan,2021-08-31 18:00:00,76.0
Afghanistan,2021-08-31 19:00:00,57.0
Afghanistan,2021-08-31 20:00:00,70.0
Afghanistan,2021-08-31 21:00:00,58.0
Afghanistan,2021-08-31 22:00:00,48.0
Afghanistan,2021-08-31 23:00:00,29.0
Afghanistan,2021-09-01 00:00:00,6.0
Afghanistan,2021-09-01 01:00:00,1.0
Afghanistan,2021-09-01 02:00:00,3.0
Afghanistan,2021-09-01 03:00:00,1.0
Afghanistan,2021-09-01 04:00:00,1.0
Afghanistan,2021-09-01 05:00:00,3.0
Afghanistan,2021-09-01 06:00:00,10.0
Afghanistan,2021-09-01 07:00:00,35.0
Afghanistan,2021-09-01 08:00:00,42.0
Afghanistan,2021-09-01 09:00:00,42.0
Afghanistan,2021-09-01 10:00:00,52.0
Afghanistan,2021-09-01 11:00:00,45.0
Afghanistan,2021-09-01 12:00:00,35.0
Afghanistan,2021-09-01 13:00:00,28.0
Afghanistan,2021-09-01 14:00:00,30.0
Afghanistan,2021-09-01 15:00:00,31.0
Afghanistan,2021-09-01 16:00:00,25.0
Afghanistan,2021-09-01 17:00:00,29.0
Afghanistan,2021-09-01 18:00:00,39.0
Afghanistan,2021-09-01 19:00:00,47.0
Afghanistan,2021-09-01 20:00:00,45.0
Afghanistan,2021-09-01 21:00:00,40.0
Afghanistan,2021-09-01 22:00:00,43.0
Afghanistan,2021-09-01 23:00:00,16.0
Afghanistan,2021-09-02 00:00:00,12.0
Afghanistan,2021-09-02 01:00:00,4.0
Afghanistan,2021-09-02 02:00:00,1.0
Afghanistan,2021-09-02 03:00:00,3.0
Afghanistan,2021-09-02 04:00:00,5.0
Afghanistan,2021-09-02 05:00:00,2.0
Afghanistan,2021-09-02 06:00:00,8.0
Afghanistan,2021-09-02 07:00:00,20.0
Afghanistan,2021-09-02 08:00:00,23.0
Afghanistan,2021-09-02 09:00:00,77.0
Afghanistan,2021-09-02 10:00:00,88.0
Afghanistan,2021-09-02 11:00:00,71.0
Afghanistan,2021-09-02 12:00:00,48.0
Afghanistan,2021-09-02 13:00:00,34.0
Afghanistan,2021-09-02 14:00:00,28.0
Afghanistan,2021-09-02 15:00:00,38.0
Afghanistan,2021-09-02 16:00:00,30.0
Afghanistan,2021-09-02 17:00:00,29.0
Afghanistan,2021-09-02 18:00:00,32.0
Afghanistan,2021-09-02 19:00:00,30.0
Afghanistan,2021-09-02 20:00:00,37.0
Afghanistan,2021-09-02 21:00:00,36.0
Afghanistan,2021-09-02 22:00:00,31.0
Afghanistan,2021-09-02 23:00:00,29.0
Afghanistan,2021-09-03 00:00:00,10.0
Afghanistan,2021-09-03 01:00:00,6.0
Afghanistan,2021-09-03 02:00:00,3.0
Afghanistan,2021-09-03 03:00:00,1.0
Afghanistan,2021-09-03 05:00:00,1.0
Afghanistan,2021-09-03 06:00:00,17.0
Afghanistan,2021-09-03 07:00:00,25.0
Afghanistan,2021-09-03 08:00:00,35.0
Afghanistan,2021-09-03 09:00:00,53.0
Afghanistan,2021-09-03 10:00:00,35.0
Afghanistan,2021-09-03 11:00:00,36.0
Afghanistan,2021-09-03 12:00:00,30.0
Afghanistan,2021-09-03 13:00:00,38.0
Afghanistan,2021-09-03 14:00:00,17.0
Afghanistan,2021-09-03 15:00:00,28.0
Afghanistan,2021-09-03 16:00:00,26.0
Afghanistan,2021-09-03 17:00:00,26.0
Afghanistan,2021-09-03 18:00:00,33.0
Afghanistan,2021-09-03 19:00:00,33.0
Afghanistan,2021-09-03 20:00:00,35.0
Afghanistan,2021-09-03 21:00:00,23.0
Afghanistan,2021-09-03 22:00:00,35.0
Afghanistan,2021-09-03 23:00:00,18.0
Afghanistan,2021-09-04 00:00:00,4.0
Afghanistan,2021-09-04 01:00:00,3.0
Afghanistan,2021-09-04 02:00:00,2.0
Afghanistan,2021-09-04 03:00:00,1.0
Afghanistan,2021-09-04 04:00:00,2.0
Afghanistan,2021-09-04 05:00:00,2.0
Afghanistan,2021-09-04 06:00:00,3.0
Afghanistan,2021-09-04 07:00:00,19.0
Afghanistan,2021-09-04 08:00:00,30.0
Afghanistan,2021-09-04 09:00:00,28.0
Afghanistan,2021-09-04 10:00:00,30.0
Afghanistan,2021-09-04 11:00:00,30.0
Afghanistan,2021-09-04 12:00:00,17.0
Afghanistan,2021-09-04 13:00:00,19.0
Afghanistan,2021-09-04 14:00:00,17.0
Afghanistan,2021-09-04 15:00:00,21.0
Afghanistan,2021-09-04 16:00:00,14.0
Afghanistan,2021-09-04 17:00:00,10.0
Afghanistan,2021-09-04 18:00:00,10.0
Afghanistan,2021-09-04 19:00:00,11.0
Afghanistan,2021-09-04 20:00:00,18.0
Afghanistan,2021-09-04 21:00:00,16.0
Afghanistan,2021-09-04 22:00:00,10.0
Afghanistan,2021-09-04 23:00:00,8.0
Afghanistan,2021-09-05 00:00:00,3.0
Afghanistan,2021-09-05 01:00:00,3.0
Afghanistan,2021-09-05 06:00:00,5.0
Afghanistan,2021-09-05 07:00:00,7.0
Afghanistan,2021-09-05 08:00:00,12.0
Afghanistan,2021-09-05 09:00:00,5.0
Afghanistan,2021-09-05 10:00:00,17.0
Afghanistan,2021-09-05 11:00:00,9.0
Afghanistan,2021-09-05 12:00:00,13.0
Afghanistan,2021-09-05 13:00:00,10.0
Afghanistan,2021-09-05 14:00:00,8.0
Afghanistan,2021-09-05 15:00:00,4.0
Afghanistan,2021-09-05 16:00:00,14.0
Afghanistan,2021-09-05 17:00:00,11.0
Afghanistan,2021-09-05 18:00:00,14.0
Afghanistan,2021-09-05 19:00:00,11.0
Afghanistan,2021-09-05 20:00:00,18.0
Afghanistan,2021-09-05 21:00:00,18.0
Afghanistan,2021-09-05 22:00:00,5.0
Afghanistan,2021-09-05 23:00:00,4.0
Afghanistan,2021-09-06 00:00:00,3.0
Afghanistan,2021-09-06 05:00:00,1.0
Afghanistan,2021-09-06 06:00:00,2.0
Afghanistan,2021-09-06 07:00:00,8.0
Afghanistan,2021-09-06 08:00:00,15.0
Afghanistan,2021-09-06 09:00:00,15.0
Afghanistan,2021-09-06 10:00:00,16.0
Afghanistan,2021-09-06 11:00:00,10.0
Afghanistan,2021-09-06 12:00:00,21.0
Afghanistan,2021-09-06 13:00:00,9.0
Afghanistan,2021-09-06 14:00:00,13.0
Afghanistan,2021-09-06 15:00:00,9.0
Afghanistan,2021-09-06 16:00:00,11.0
Afghanistan,2021-09-06 17:00:00,16.0
Afghanistan,2021-09-06 18:00:00,7.0
Afghanistan,2021-09-06 19:00:00,20.0
Afghanistan,2021-09-06 20:00:00,14.0
Afghanistan,2021-09-06 21:00:00,15.0
Afghanistan,2021-09-06 22:00:00,12.0
Afghanistan,2021-09-06 23:00:00,3.0
Beirut,2020-08-05 14:00:00,59.0
Beirut,2020-08-05 15:00:00,21.0
Beirut,2020-08-05 16:00:00,594.0
Beirut,2020-08-05 17:00:00,805.0
Beirut,2020-08-05 18:00:00,1177.0
Beirut,2020-08-05 19:00:00,1015.0
Beirut,2020-08-05 20:00:00,1007.0
Beirut,2020-08-05 21:00:00,1026.0
Beirut,2020-08-05 22:00:00,1379.0
Beirut,2020-08-05 23:00:00,664.0
Beirut,2020-08-06 00:00:00,310.0
Beirut,2020-08-06 01:00:00,149.0
Beirut,2020-08-06 02:00:00,62.0
Beirut,2020-08-06 03:00:00,40.0
Beirut,2020-08-06 04:00:00,50.0
Beirut,2020-08-06 05:00:00,77.0
Beirut,2020-08-06 06:00:00,252.0
Beirut,2020-08-06 07:00:00,541.0
Beirut,2020-08-06 08:00:00,915.0
Beirut,2020-08-06 09:00:00,951.0
Beirut,2020-08-06 10:00:00,877.0
Beirut,2020-08-06 11:00:00,623.0
Beirut,2020-08-06 12:00:00,548.0
Beirut,2020-08-06 13:00:00,594.0
Beirut,2020-08-06 14:00:00,486.0
Beirut,2020-08-06 15:00:00,386.0
Beirut,2020-08-06 16:00:00,396.0
Beirut,2020-08-06 17:00:00,373.0
Beirut,2020-08-06 18:00:00,480.0
Beirut,2020-08-06 19:00:00,552.0
Beirut,2020-08-06 20:00:00,541.0
Beirut,2020-08-06 21:00:00,551.0
Beirut,2020-08-06 22:00:00,580.0
Beirut,2020-08-06 23:00:00,311.0
Beirut,2020-08-07 00:00:00,148.0
Beirut,2020-08-07 01:00:00,68.0
Beirut,2020-08-07 02:00:00,35.0
Beirut,2020-08-07 03:00:00,20.0
Beirut,2020-08-07 04:00:00,20.0
Beirut,2020-08-07 05:00:00,39.0
Beirut,2020-08-07 06:00:00,131.0
Beirut,2020-08-07 07:00:00,287.0
Beirut,2020-08-07 08:00:00,579.0
Beirut,2020-08-07 09:00:00,483.0
Beirut,2020-08-07 10:00:00,383.0
Beirut,2020-08-07 11:00:00,393.0
Beirut,2020-08-07 12:00:00,416.0
Beirut,2020-08-07 13:00:00,398.0
Beirut,2020-08-07 14:00:00,367.0
Beirut,2020-08-07 15:00:00,336.0
Beirut,2020-08-07 16:00:00,305.0
Beirut,2020-08-07 17:00:00,472.0
Beirut,2020-08-07 18:00:00,476.0
Beirut,2020-08-07 19:00:00,363.0
Beirut,2020-08-07 20:00:00,216.0
Beirut,2020-08-07 21:00:00,200.0
Beirut,2020-08-07 22:00:00,510.0
Beirut,2020-08-07 23:00:00,255.0
Beirut,2020-08-08 00:00:00,131.0
Beirut,2020-08-08 01:00:00,62.0
Beirut,2020-08-08 02:00:00,44.0
Beirut,2020-08-08 03:00:00,34.0
Beirut,2020-08-08 04:00:00,44.0
Beirut,2020-08-08 05:00:00,46.0
Beirut,2020-08-08 06:00:00,134.0
Beirut,2020-08-08 07:00:00,213.0
Beirut,2020-08-08 08:00:00,383.0
Beirut,2020-08-08 09:00:00,463.0
Beirut,2020-08-08 10:00:00,431.0
Beirut,2020-08-08 11:00:00,411.0
Beirut,2020-08-08 12:00:00,435.0
Beirut,2020-08-08 13:00:00,365.0
Beirut,2020-08-08 14:00:00,299.0
Beirut,2020-08-08 15:00:00,251.0
Beirut,2020-08-08 16:00:00,233.0
Beirut,2020-08-08 17:00:00,218.0
Beirut,2020-08-08 18:00:00,202.0
Beirut,2020-08-08 19:00:00,188.0
Beirut,2020-08-08 20:00:00,190.0
Beirut,2020-08-08 21:00:00,206.0
Beirut,2020-08-08 22:00:00,189.0
Beirut,2020-08-08 23:00:00,137.0
Beirut,2020-08-09 00:00:00,69.0
Beirut,2020-08-09 01:00:00,35.0
Beirut,2020-08-09 02:00:00,15.0
Beirut,2020-08-09 03:00:00,17.0
Beirut,2020-08-09 04:00:00,12.0
Beirut,2020-08-09 05:00:00,17.0
Beirut,2020-08-09 06:00:00,47.0
Beirut,2020-08-09 07:00:00,86.0
Beirut,2020-08-09 08:00:00,148.0
Beirut,2020-08-09 09:00:00,270.0
Beirut,2020-08-09 10:00:00,276.0
Beirut,2020-08-09 11:00:00,231.0
Beirut,2020-08-09 12:00:00,221.0
Beirut,2020-08-09 13:00:00,223.0
Beirut,2020-08-09 14:00:00,220.0
Beirut,2020-08-09 15:00:00,188.0
Beirut,2020-08-09 16:00:00,171.0
Beirut,2020-08-09 17:00:00,164.0
Beirut,2020-08-09 18:00:00,176.0
Beirut,2020-08-09 19:00:00,193.0
